1352537387,0
1352537388,1
1352537395,1
1352537401,1
1352537407,1
1352537413,1
1352537419,1
1352537425,1
1352537431,1
1352537437,1
1352537444,1
1352537450,1
1352537456,1
1352537462,1
1352537468,1
1352537474,1
1352537480,1
1352537486,1
1352537492,1
1352537499,1
1352537505,0
1352568165,0
1352568166,1
1352568173,1
1352568179,1
1352568185,1
1352568191,1
1352568197,1
1352568203,1
1352568209,1
1352568215,1
1352568221,1
1352568227,1
1352568233,1
1352568239,1
1352568245,0
1352622526,0
1352622527,1
1352622533,1
1352622539,1
1352622545,1
1352622551,1
1352622557,1
1352622563,1
1352622569,1
1352622575,1
1352622581,1
1352622587,1
1352622593,1
1352622599,1
1352622605,1
1352622611,1
1352622617,1
1352622623,1
1352622629,1
1352622635,1
1352622641,1
1352622647,1
1352622653,1
1352622659,0
1352633714,0
1352633715,1
1352633721,1
1352633727,1
1352633733,1
1352633739,1
1352633745,1
1352633751,1
1352633757,1
1352633763,1
1352633769,1
1352633775,1
1352633781,1
1352633787,1
1352633793,1
1352633799,1
1352633805,1
1352633811,1
1352633817,1
1352633823,1
1352633829,1
1352633835,1
1352633841,1
1352633847,1
1352633853,1
1352633859,1
1352633865,1
1352633871,1
1352633877,1
1352633883,1
1352633889,0
1352634280,0
1352634281,1
1352634287,1
1352634293,1
1352634299,1
1352634305,1
1352634311,1
1352634317,1
1352634323,1
1352634329,1
1352634335,1
1352634341,1
1352634347,1
1352634353,1
1352634359,1
1352634365,1
1352634371,1
1352634377,1
1352634383,1
1352634389,1
1352634395,1
1352634401,1
1352634407,1
1352634413,1
1352634419,0
1352710800,0
1352710801,1
1352710807,1
1352710813,1
1352710819,1
1352710825,1
1352710831,1
1352710837,1
1352710843,1
1352710849,1
1352710855,1
1352710861,1
1352710867,1
1352710873,1
1352710879,1
1352710885,1
1352710891,1
1352710897,1
1352710903,1
1352710909,1
1352710915,1
1352710921,1
1352710927,1
1352710933,1
1352710939,1
1352710945,1
1352710951,1
1352710957,1
1352710963,0
1352727020,0
1352727021,1
1352727027,1
1352727033,1
1352727039,1
1352727045,1
1352727051,1
1352727057,1
1352727063,1
1352727069,1
1352727075,1
1352727081,1
1352727087,1
1352727093,1
1352727099,1
1352727105,1
1352727111,1
1352727117,1
1352727123,1
1352727129,0
1352737969,0
1352737970,1
1352737976,1
1352737982,1
1352737988,1
1352737994,1
1352738000,1
1352738006,1
1352738012,1
1352738018,1
1352738024,1
1352738030,1
1352738036,1
1352738042,1
1352738048,1
1352738054,1
1352738060,1
1352738066,1
1352738072,1
1352738078,1
1352738084,1
1352738090,1
1352738096,1
1352738102,1
1352738108,1
1352738114,1
1352738120,1
1352738126,1
1352738132,1
1352738138,1
1352738144,1
1352738150,1
1352738156,1
1352738163,1
1352738169,1
1352738175,1
1352738181,1
1352738187,1
1352738193,1
1352738199,1
1352738206,1
1352738212,1
1352738218,0
1352793392,0
1352793393,1
1352793399,1
1352793405,1
1352793411,1
1352793417,1
1352793423,1
1352793429,1
1352793435,1
1352793441,1
1352793447,1
1352793453,1
1352793459,1
1352793465,1
1352793471,1
1352793477,1
1352793483,1
1352793489,1
1352793496,1
1352793502,1
1352793508,1
1352793513,1
1352793520,1
1352793526,1
1352793532,1
1352793538,1
1352793544,1
1352793550,1
1352793556,1
1352793562,1
1352793568,0
1352804481,0
1352804482,1
1352804489,1
1352804495,1
1352804501,1
1352804507,1
1352804514,1
1352804520,1
1352804526,1
1352804532,1
1352804538,1
1352804544,1
1352804550,1
1352804556,1
1352804562,1
1352804568,1
1352804575,1
1352804581,1
1352804587,1
1352804593,1
1352804599,1
1352804605,1
1352804612,1
1352804618,1
1352804624,1
1352804630,1
1352804636,1
1352804643,1
1352804649,1
1352804655,0
1352805090,0
1352805091,1
1352805097,1
1352805103,1
1352805110,1
1352805116,0
1352805244,0
1352805245,1
1352805251,1
1352805257,1
1352805263,1
1352805269,1
1352805275,1
1352805281,1
1352805287,1
1352805293,1
1352805299,1
1352805305,1
1352805311,1
1352805317,1
1352805323,1
1352805329,1
1352805335,0
1352807558,0
1352807559,1
1352807565,1
1352807572,1
1352807578,1
1352807584,1
1352807590,1
1352807596,1
1352807602,1
1352807608,1
1352807614,1
1352807620,1
1352807626,1
1352807632,1
1352807638,1
1352807644,1
1352807650,1
1352807656,1
1352807662,1
1352807668,1
1352807674,1
1352807680,1
1352807686,1
1352807692,1
1352807698,1
1352807704,1
1352807711,1
1352807716,1
1352807723,0
1352811559,0
1352811560,1
1352811567,1
1352811573,1
1352811579,1
1352811585,1
1352811591,1
1352811597,1
1352811603,1
1352811609,1
1352811615,1
1352811621,1
1352811627,1
1352811633,1
1352811639,1
1352811645,1
1352811651,1
1352811657,0
1352830451,0
1352830452,1
1352830458,1
1352830464,1
1352830470,1
1352830476,1
1352830482,1
1352830488,1
1352830495,1
1352830501,1
1352830507,1
1352830513,1
1352830519,1
1352830525,1
1352830531,0
1352843105,0
1352843106,1
1352843112,1
1352843118,1
1352843124,1
1352843130,1
1352843136,1
1352843142,1
1352843148,1
1352843154,1
1352843160,1
1352843166,1
1352843172,1
1352843178,1
1352843184,1
1352843190,1
1352843196,1
1352843202,1
1352843208,1
1352843214,0
1352882012,0
1352882013,1
1352882019,1
1352882025,1
1352882031,1
1352882037,1
1352882043,1
1352882049,1
1352882055,1
1352882061,1
1352882067,1
1352882073,1
1352882079,1
1352882085,1
1352882091,1
1352882097,1
1352882103,1
1352882109,1
1352882115,1
1352882121,1
1352882127,1
1352882133,1
1352882139,0
1352913270,0
1352913271,1
1352913277,1
1352913283,1
1352913289,1
1352913295,1
1352913301,1
1352913307,1
1352913313,1
1352913320,1
1352913326,1
1352913332,1
1352913338,1
1352913344,1
1352913350,1
1352913356,1
1352913363,1
1352913369,1
1352913375,1
1352913381,1
1352913388,1
1352913394,1
1352913400,1
1352913407,1
1352913413,0
1352922041,0
1352922042,1
1352922048,1
1352922055,1
1352922061,1
1352922067,1
1352922073,1
1352922079,1
1352922085,1
1352922092,1
1352922098,1
1352922104,1
1352922110,1
1352922116,1
1352922122,1
1352922129,1
1352922135,1
